2024-07-03, 15:11:09.244558, 88000000, 93000000, 1000000.00, 20, -61.99, -61.22, -60.19, -57.94, -61.60
2024-07-03, 15:11:09.244558, 98000000, 103000000, 1000000.00, 20, -57.50, -46.39, -47.63, -66.36, -67.02
2024-07-03, 15:11:09.244558, 93000000, 98000000, 1000000.00, 20, -59.38, -53.53, -54.11, -61.19, -67.96
